candidate_id	source_id	source_url	status	review_batch_id	import_scope	rank_basis	entity_class	source_claims_used	confidence_detail	parentage_status	query_readiness	exclusion_reason	notes
cand-q47261	src-wikidata-q47261	https://www.wikidata.org/wiki/Q47261	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Bavaria; description: (907-1805) duchy of Holy Roman Empire; article: https://en.wikipedia.org/wiki/Duchy_of_Bavaria
cand-q2183293	src-wikidata-q2183293	https://www.wikidata.org/wiki/Q2183293	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Belz; description: volhynian fiefdom under various successive countries; article: https://en.wikipedia.org/wiki/Duchy_of_Belz
cand-q151095	src-wikidata-q151095	https://www.wikidata.org/wiki/Q151095	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Berg; description: former German state and dukedom; article: https://en.wikipedia.org/wiki/Duchy_of_Berg
cand-q2162698	src-wikidata-q2162698	https://www.wikidata.org/wiki/Q2162698	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Bohemia; description: historical country; article: https://en.wikipedia.org/wiki/Duchy_of_Bohemia
cand-q159856	src-wikidata-q159856	https://www.wikidata.org/wiki/Q159856	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Brabant; description: state of the Holy Roman Empire; article: https://en.wikipedia.org/wiki/Duchy_of_Brabant
cand-q694594	src-wikidata-q694594	https://www.wikidata.org/wiki/Q694594	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Bremen and Verden; description: territories and immediate fiefs of the Holy Roman Empire; article: https://en.wikipedia.org/wiki/Bremen-Verden
cand-q71747	src-wikidata-q71747	https://www.wikidata.org/wiki/Q71747	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Brittany; description: former European sovereign state 939–1547, then dukedom of the Kingdom of France; article: https://en.wikipedia.org/wiki/Duchy_of_Brittany
cand-q4712	src-wikidata-q4712	https://www.wikidata.org/wiki/Q4712	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Burgundy; description: vassal territory of France, 918–1482; article: https://en.wikipedia.org/wiki/Duchy_of_Burgundy
cand-q682001	src-wikidata-q682001	https://www.wikidata.org/wiki/Q682001	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Bytom; description: principality founded in 1284 as a result of the division of the Duchy of Opole; article: https://en.wikipedia.org/wiki/Duchy_of_Bytom
cand-q2360973	src-wikidata-q2360973	https://www.wikidata.org/wiki/Q2360973	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Carniola; description: historical state, Habsburgian crown land; article: https://en.wikipedia.org/wiki/Duchy_of_Carniola
cand-q641138	src-wikidata-q641138	https://www.wikidata.org/wiki/Q641138	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Cleves; description: State of the Holy Roman Empire; article: https://en.wikipedia.org/wiki/Duchy_of_Cleves
cand-q1991540	src-wikidata-q1991540	https://www.wikidata.org/wiki/Q1991540	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Courland and Semigallia; description: 1918 German client state in the Baltics; article: https://en.wikipedia.org/wiki/Duchy_of_Courland_and_Semigallia_(1918)
cand-q156038	src-wikidata-q156038	https://www.wikidata.org/wiki/Q156038	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Courland and Semigallia; description: former duchy (1562–1795); article: https://en.wikipedia.org/wiki/Duchy_of_Courland_and_Semigallia
cand-q16835712	src-wikidata-q16835712	https://www.wikidata.org/wiki/Q16835712	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Estonia; description: Swedish dominion in the Baltic region from 1561 to 1721; article: https://en.wikipedia.org/wiki/Duchy_of_Estonia_(1561%E2%80%931721)
cand-q693570	src-wikidata-q693570	https://www.wikidata.org/wiki/Q693570	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Ferrara; description: former country; article: https://en.wikipedia.org/wiki/Duchy_of_Ferrara
cand-q2252973	src-wikidata-q2252973	https://www.wikidata.org/wiki/Q2252973	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Florence; description: (1532-1569) former Italian principality centred on the city of Florence; article: https://en.wikipedia.org/wiki/Duchy_of_Florence
cand-q2295939	src-wikidata-q2295939	https://www.wikidata.org/wiki/Q2295939	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Gascony; description: medieval duchy of the Aquitaine region; article: https://en.wikipedia.org/wiki/Duchy_of_Gascony
cand-q152420	src-wikidata-q152420	https://www.wikidata.org/wiki/Q152420	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Guelders; description: historical county in the Low Countries; article: https://en.wikipedia.org/wiki/Duchy_of_Guelders
cand-q836937	src-wikidata-q836937	https://www.wikidata.org/wiki/Q836937	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Jülich; description: duchy; article: https://en.wikipedia.org/wiki/Duchy_of_J%C3%BClich
cand-q1352878	src-wikidata-q1352878	https://www.wikidata.org/wiki/Q1352878	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Livonia; description: territory of Grand Duchy of Lithuania and later of Polish–Lithuanian Commonwealth, 1561-1621; article: https://en.wikipedia.org/wiki/Duchy_of_Livonia
cand-q155019	src-wikidata-q155019	https://www.wikidata.org/wiki/Q155019	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Lorraine; description: former state; article: https://en.wikipedia.org/wiki/Duchy_of_Lorraine
cand-q2719360	src-wikidata-q2719360	https://www.wikidata.org/wiki/Q2719360	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Luxembourg; description: country in Western Europe during Late Middle Ages-Early Modern Ages; article: https://en.wikipedia.org/wiki/Duchy_of_Luxembourg
cand-q766501	src-wikidata-q766501	https://www.wikidata.org/wiki/Q766501	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Mantua; description: duchy subject to the Holy Roman Empire; article: https://en.wikipedia.org/wiki/Duchy_of_Mantua
cand-q933592	src-wikidata-q933592	https://www.wikidata.org/wiki/Q933592	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Massa and Carrara; description: 1473–1829 duchy in northwestern Tuscany, Italian Peninsula; article: https://en.wikipedia.org/wiki/Duchy_of_Massa_and_Carrara
cand-q11024667	src-wikidata-q11024667	https://www.wikidata.org/wiki/Q11024667	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Mecklenburg-Schwerin; description: duchy in northern Germany created in 1701; article: https://en.wikipedia.org/wiki/Duchy_of_Mecklenburg-Schwerin
cand-q153529	src-wikidata-q153529	https://www.wikidata.org/wiki/Q153529	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Milan; description: former duchy in Italy (1395–1447; 1450–1796); article: https://en.wikipedia.org/wiki/Duchy_of_Milan
cand-q1615455	src-wikidata-q1615455	https://www.wikidata.org/wiki/Q1615455	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Mirandola; description: countship; article: https://en.wikipedia.org/wiki/Duchy_of_Mirandola
cand-q842091	src-wikidata-q842091	https://www.wikidata.org/wiki/Q842091	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Normandy; description: former European sovereign state, then dukedom of France; article: https://en.wikipedia.org/wiki/Duchy_of_Normandy
cand-q570702	src-wikidata-q570702	https://www.wikidata.org/wiki/Q570702	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Nysa; description: Silesian duchy (1290–1850); article: https://en.wikipedia.org/wiki/Duchy_of_Nysa
cand-q566639	src-wikidata-q566639	https://www.wikidata.org/wiki/Q566639	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Opava; description: Silesian duchy (1269–1918); article: https://en.wikipedia.org/wiki/Duchy_of_Troppau
cand-q702327	src-wikidata-q702327	https://www.wikidata.org/wiki/Q702327	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Oświęcim; description: Silesian duchy (1315–1564); article: https://en.wikipedia.org/wiki/Duchy_of_O%C5%9Bwi%C4%99cim
cand-q104863335	src-wikidata-q104863335	https://www.wikidata.org/wiki/Q104863335	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Poland; description: duchy in Central Europe existing from around 960 to 1025; article: https://en.wikipedia.org/wiki/Duchy_of_Poland_(c._960%E2%80%931025)
cand-q696640	src-wikidata-q696640	https://www.wikidata.org/wiki/Q696640	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Pomerania; description: state in west-central Europe from 1121 to 1637; article: https://en.wikipedia.org/wiki/Duchy_of_Pomerania
cand-q153091	src-wikidata-q153091	https://www.wikidata.org/wiki/Q153091	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Prussia; description: historical state (1525–1701); article: https://en.wikipedia.org/wiki/Duchy_of_Prussia
cand-q661340	src-wikidata-q661340	https://www.wikidata.org/wiki/Q661340	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Salzburg; description: former country; article: https://en.wikipedia.org/wiki/Duchy_of_Salzburg
cand-q426025	src-wikidata-q426025	https://www.wikidata.org/wiki/Q426025	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Savoy; description: state in Western Europe that existed from 1416 to 1860; article: https://en.wikipedia.org/wiki/Duchy_of_Savoy
cand-q164092	src-wikidata-q164092	https://www.wikidata.org/wiki/Q164092	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Saxony; description: (804-1260) duchy of Holy Roman Empire; article: https://en.wikipedia.org/wiki/Duchy_of_Saxony
cand-q568638	src-wikidata-q568638	https://www.wikidata.org/wiki/Q568638	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Silesia; description: Medieval duchy in the historic region of Silesia (1138-1249/1335/1742); article: https://en.wikipedia.org/wiki/Duchy_of_Silesia
cand-q693980	src-wikidata-q693980	https://www.wikidata.org/wiki/Q693980	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Swabia; description: duchy of Holy Roman Empire (909-1268); article: https://en.wikipedia.org/wiki/Duchy_of_Swabia
cand-q671899	src-wikidata-q671899	https://www.wikidata.org/wiki/Q671899	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Teschen; description: former country; article: https://en.wikipedia.org/wiki/Duchy_of_Teschen
cand-q649202	src-wikidata-q649202	https://www.wikidata.org/wiki/Q649202	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Urbino; description: former Italian state (1213–1625); article: https://en.wikipedia.org/wiki/Duchy_of_Urbino
cand-q657241	src-wikidata-q657241	https://www.wikidata.org/wiki/Q657241	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Westphalia; description: principality of the Holy Roman Empire; article: https://en.wikipedia.org/wiki/Duchy_of_Westphalia
cand-q2227570	src-wikidata-q2227570	https://www.wikidata.org/wiki/Q2227570	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duchy of Württemberg; description: former German state (1495-1803); article: https://en.wikipedia.org/wiki/Duchy_of_W%C3%BCrttemberg
cand-q1252942	src-wikidata-q1252942	https://www.wikidata.org/wiki/Q1252942	pending	batch-500-candidates	title_identity_only	normalized	principality	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Duklja; description: Medieval principality in Eastern/Southern Europe; article: https://en.wikipedia.org/wiki/Duklja
cand-q170072	src-wikidata-q170072	https://www.wikidata.org/wiki/Q170072	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Dutch Republic; description: predecessor state of the Netherlands (1581–1795); article: https://en.wikipedia.org/wiki/Dutch_Republic
cand-q153080	src-wikidata-q153080	https://www.wikidata.org/wiki/Q153080	pending	batch-500-candidates	title_identity_only	literal	kingdom	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: East Francia; description: country in Western Europe from 843 to 962; predecessor to the Kingdom of Germany; article: https://en.wikipedia.org/wiki/East_Francia
cand-q625380	src-wikidata-q625380	https://www.wikidata.org/wiki/Q625380	pending	batch-500-candidates	title_identity_only	literal	kingdom	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Eastern Hungarian Kingdom; description: the modern name used to designate the realm of John Zápolya and his son John Sigismund Zápolya, who contested the claims of the House of Habsburg to rule the Kingdom of Hungary from 1526 to 1570; article: https://en.wikipedia.org/wiki/Eastern_Hungarian_Kingdom
cand-q22880	src-wikidata-q22880	https://www.wikidata.org/wiki/Q22880	pending	batch-500-candidates	title_identity_only	literal	empire	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Electoral Palatinate; description: state of the Holy Roman Empire (1085–1803); article: https://en.wikipedia.org/wiki/Electoral_Palatinate
cand-q637238	src-wikidata-q637238	https://www.wikidata.org/wiki/Q637238	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Electorate of Baden; description: state of the Holy Roman Empire (1803-1806); article: https://en.wikipedia.org/wiki/Electorate_of_Baden
cand-q256961	src-wikidata-q256961	https://www.wikidata.org/wiki/Q256961	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Electorate of Bavaria; description: state in the Holy Roman Empire; article: https://en.wikipedia.org/wiki/Electorate_of_Bavaria
cand-q7904317	src-wikidata-q7904317	https://www.wikidata.org/wiki/Q7904317	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Electorate of Cologne; description: secular dominion of the Archbishops of Cologne; article: https://en.wikipedia.org/wiki/Electorate_of_Cologne
cand-q706018	src-wikidata-q706018	https://www.wikidata.org/wiki/Q706018	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Electorate of Hanover; description: former principality of the Holy Roman Empire; article: https://en.wikipedia.org/wiki/Electorate_of_Hanover
cand-q284667	src-wikidata-q284667	https://www.wikidata.org/wiki/Q284667	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Electorate of Mainz; description: territory in the Holy Roman Empire; article: https://en.wikipedia.org/wiki/Electorate_of_Mainz
cand-q156199	src-wikidata-q156199	https://www.wikidata.org/wiki/Q156199	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Electorate of Saxony; description: state of the Holy Roman Empire, established when Emperor Charles IV raised the Ascanian duchy of Saxe-Wittenberg to the status of an Electorate 1356; article: https://en.wikipedia.org/wiki/Electorate_of_Saxony
cand-q2172530	src-wikidata-q2172530	https://www.wikidata.org/wiki/Q2172530	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Electorate of Württemberg; description: electorate; article: https://en.wikipedia.org/wiki/Electorate_of_W%C3%BCrttemberg
cand-q1333032	src-wikidata-q1333032	https://www.wikidata.org/wiki/Q1333032	pending	batch-500-candidates	title_identity_only	literal	kingdom	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Elmet; description: Brittonic kingdom; article: https://en.wikipedia.org/wiki/Kingdom_of_Elfed
cand-q603771	src-wikidata-q603771	https://www.wikidata.org/wiki/Q603771	pending	batch-500-candidates	title_identity_only	literal	empire	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Emirate of Crete; description: Muslim state that existed on the Mediterranean island of Crete from the late 820s to the reconquest of the island by the Byzantine Empire in 961; article: https://en.wikipedia.org/wiki/Emirate_of_Crete
cand-q1337854	src-wikidata-q1337854	https://www.wikidata.org/wiki/Q1337854	pending	batch-500-candidates	contested_review	unsupported	other	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Emirate of Córdoba; description: independent emirate in the Iberian Peninsula (756–929); article: https://en.wikipedia.org/wiki/Umayyad_state_of_C%C3%B3rdoba
cand-q238445	src-wikidata-q238445	https://www.wikidata.org/wiki/Q238445	pending	batch-500-candidates	contested_review	unsupported	other	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Emirate of Granada; description: historic Iberian state (1238–1492); article: https://en.wikipedia.org/wiki/Emirate_of_Granada
cand-q181254	src-wikidata-q181254	https://www.wikidata.org/wiki/Q181254	pending	batch-500-candidates	title_identity_only	literal	empire	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Empire of Nicaea; description: successor state of the Byzantine Empire when the crusaders conquered Constantinople at Fourth Crusade of 1204; article: https://en.wikipedia.org/wiki/Empire_of_Nicaea
cand-q130280	src-wikidata-q130280	https://www.wikidata.org/wiki/Q130280	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Estonian Soviet Socialist Republic; description: republic of the Soviet Union (1940–1991); article: https://en.wikipedia.org/wiki/Estonian_Soviet_Socialist_Republic
cand-q48742118	src-wikidata-q48742118	https://www.wikidata.org/wiki/Q48742118	pending	batch-500-candidates	title_identity_only	literal	kingdom	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Fascist Italy; description: kingdom of Italy under Fascist rule (31st October 1922 – 25th July 1943); article: https://en.wikipedia.org/wiki/Fascist_Italy
cand-q12714608	src-wikidata-q12714608	https://www.wikidata.org/wiki/Q12714608	pending	batch-500-candidates	title_identity_only	literal	kingdom	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Fascist Romania; description: kingdom in Europe under Fascist rule between 1937 and 1944; article: https://en.wikipedia.org/wiki/Kingdom_of_Romania_under_Fascism
cand-q160307	src-wikidata-q160307	https://www.wikidata.org/wiki/Q160307	pending	batch-500-candidates	title_identity_only	literal	empire	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Fatimid Egyptian Caliphate; description: Shia Islamic caliphate (909–1171); article: https://en.wikipedia.org/wiki/Fatimid_Caliphate
cand-q1290149	src-wikidata-q1290149	https://www.wikidata.org/wiki/Q1290149	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Federal People's Republic of Yugoslavia; description: the official name of Yugoslavia in the period of 1945-1963; article: https://en.wikipedia.org/wiki/Federal_People%27s_Republic_of_Yugoslavia
cand-q838261	src-wikidata-q838261	https://www.wikidata.org/wiki/Q838261	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Federal Republic of Yugoslavia; description: former Balkan republic (1992–2003); article: https://en.wikipedia.org/wiki/Federal_Republic_of_Yugoslavia
cand-q176495	src-wikidata-q176495	https://www.wikidata.org/wiki/Q176495	pending	batch-500-candidates	contested_review	unsupported	other	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Federal State of Austria; description: sovereign state in Central Europe (1934–1938); article: https://en.wikipedia.org/wiki/Federal_State_of_Austria
cand-q62519	src-wikidata-q62519	https://www.wikidata.org/wiki/Q62519	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Finnish Democratic Republic; description: short-lived puppet government created and recognised only by the Soviet Union; article: https://en.wikipedia.org/wiki/Finnish_Democratic_Republic
cand-q203817	src-wikidata-q203817	https://www.wikidata.org/wiki/Q203817	pending	batch-500-candidates	title_identity_only	literal	empire	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: First Bulgarian Empire; description: medieval Bulgar-Slavic and later Bulgarian state that existed in Southeastern Europe between the 7th and 11th centuries AD.; article: https://en.wikipedia.org/wiki/First_Bulgarian_Empire
cand-q140359	src-wikidata-q140359	https://www.wikidata.org/wiki/Q140359	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: First Czechoslovak Republic; description: 1918–1938 republic in Central/Eastern Europe; article: https://en.wikipedia.org/wiki/First_Czechoslovak_Republic
cand-q71084	src-wikidata-q71084	https://www.wikidata.org/wiki/Q71084	pending	batch-500-candidates	title_identity_only	literal	empire	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: First French Empire; description: empire of Napoleon I of France, from 1804 to 1815; article: https://en.wikipedia.org/wiki/First_French_Empire
cand-q528546	src-wikidata-q528546	https://www.wikidata.org/wiki/Q528546	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: First Hellenic Republic; description: historiographical concept of Greece (1822–1833); article: https://en.wikipedia.org/wiki/First_Hellenic_Republic
cand-q516160	src-wikidata-q516160	https://www.wikidata.org/wiki/Q516160	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: First Hungarian Republic; description: former country (1918–1919); article: https://en.wikipedia.org/wiki/First_Hungarian_Republic
cand-q167360	src-wikidata-q167360	https://www.wikidata.org/wiki/Q167360	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: First Portuguese Republic; description: 1910–1926 republic in Southwestern Europe; article: https://en.wikipedia.org/wiki/First_Portuguese_Republic
cand-q518101	src-wikidata-q518101	https://www.wikidata.org/wiki/Q518101	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: First Republic of Austria; description: sovereign state in Europe (1919–1934); article: https://en.wikipedia.org/wiki/First_Austrian_Republic
cand-q497777	src-wikidata-q497777	https://www.wikidata.org/wiki/Q497777	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: First Spanish Republic; description: political regime that existed in Spain between 11 February 1873 and 29 December 1874; article: https://en.wikipedia.org/wiki/First_Spanish_Republic
cand-q2044	src-wikidata-q2044	https://www.wikidata.org/wiki/Q2044	pending	batch-500-candidates	contested_review	unsupported	other	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Florence; description: Italian city and commune, located in Tuscany; article: https://en.wikipedia.org/wiki/Florence
cand-q146246	src-wikidata-q146246	https://www.wikidata.org/wiki/Q146246	pending	batch-500-candidates	title_identity_only	literal	kingdom	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Francia; description: Frankish Kingdom from 481 to 843; article: https://en.wikipedia.org/wiki/Francia
cand-q13474305	src-wikidata-q13474305	https://www.wikidata.org/wiki/Q13474305	pending	batch-500-candidates	contested_review	unsupported	other	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Francoist Spain; description: 1939–1975 dictature period of Spain; article: https://en.wikipedia.org/wiki/Francoist_Spain
cand-q901974	src-wikidata-q901974	https://www.wikidata.org/wiki/Q901974	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Free City of Danzig; description: Napoleonic semi-independent city state; article: https://en.wikipedia.org/wiki/Free_City_of_Danzig_(Napoleonic)
