fact_id	child_id	child_name	child_rank	expected_parent_rank	current_parent_id	current_parent_name	current_parent_rank	span	review_priority	notes
fact-q673865-parent-q151624	title-q673865	Hohenzollern-Hechingen	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1850	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q157013-parent-q12548	title-q157013	Hohenzollern-Sigmaringen	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1576..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q157013-parent-q151624	title-q157013	Hohenzollern-Sigmaringen	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1850	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q50625-parent-q20	title-q50625	Hordaland	County	Duchy	title-q20	Kingdom of Norway	Kingdom	1919..2019	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q699923-parent-q71084	title-q699923	Illyrian Provinces	Province	Kingdom	title-q71084	First French Empire	Empire	1809..1815	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q1448131-parent-q926295	title-q1448131	Italian protectorate of Albania	Kingdom	Crown	title-q926295	Italian Empire	Empire	1939..1943	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q154195-parent-q151624	title-q154195	Kingdom of Bavaria	Kingdom	Crown	title-q151624	German Confederation	Empire	1815..1866	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q154195-parent-q43287	title-q154195	Kingdom of Bavaria	Kingdom	Crown	title-q43287	German Empire	Empire	1871..1918	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q42585-parent-q12548	title-q42585	Kingdom of Bohemia	Kingdom	Crown	title-q12548	Holy Roman Empire	Empire	1198..1803	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q42585-parent-q131964	title-q42585	Kingdom of Bohemia	Kingdom	Crown	title-q131964	Austrian Empire	Empire	1804..1866	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q42585-parent-q28513	title-q42585	Kingdom of Bohemia	Kingdom	Crown	title-q28513	Austria-Hungary	Empire	1867..1918	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q2980623-parent-q12560	title-q2980623	Kingdom of Bosnia	Kingdom	Crown	title-q12560	Ottoman Empire	Empire	1463..1463	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q533558-parent-q28513	title-q533558	Kingdom of Croatia-Slavonia	Kingdom	Crown	title-q28513	Austria-Hungary	Empire	1868..1918	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q223793-parent-q71084	title-q223793	Kingdom of Etruria	Kingdom	Crown	title-q71084	First French Empire	Empire	1804..1807	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q2396442-parent-q131964	title-q2396442	Kingdom of Galicia and Lodomeria	Kingdom	Crown	title-q131964	Austrian Empire	Empire	1804..1866	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q2396442-parent-q28513	title-q2396442	Kingdom of Galicia and Lodomeria	Kingdom	Crown	title-q28513	Austria-Hungary	Empire	1867..1918	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q164079-parent-q151624	title-q164079	Kingdom of Hanover	Kingdom	Crown	title-q151624	German Confederation	Empire	1815..1866	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q212278-parent-q71084	title-q212278	Kingdom of Holland	Kingdom	Crown	title-q71084	First French Empire	Empire	1806..1810	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q171150-parent-q131964	title-q171150	Kingdom of Hungary	Kingdom	Crown	title-q131964	Austrian Empire	Empire	1804..1867	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q253094-parent-q131964	title-q253094	Kingdom of Hungary	Kingdom	Crown	title-q131964	Austrian Empire	Empire	1804..1867	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q25395037-parent-q28513	title-q25395037	Kingdom of Hungary	Kingdom	Crown	title-q28513	Austria-Hungary	Empire	1867..1918	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q1117051-parent-q131964	title-q1117051	Kingdom of Illyria	Kingdom	Crown	title-q131964	Austrian Empire	Empire	1816..1849	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q1069959-parent-q34266	title-q1069959	Kingdom of Imereti	Kingdom	Crown	title-q34266	Russian Empire	Empire	1804..1810	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q223936-parent-q71084	title-q223936	Kingdom of Italy	Kingdom	Crown	title-q71084	First French Empire	Empire	1805..1814	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q838931-parent-q12548	title-q838931	Kingdom of Italy	Kingdom	Crown	title-q12548	Holy Roman Empire	Empire	962..1806	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q2346056-parent-q186096	title-q2346056	Kingdom of Livonia	Kingdom	Crown	title-q186096	Tsardom of Russia	Empire	1570..1578	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q209857-parent-q131964	title-q209857	Kingdom of Lombardy-Venetia	Kingdom	Crown	title-q131964	Austrian Empire	Empire	1815..1866	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q696908-parent-q43287	title-q696908	Kingdom of Poland	Kingdom	Crown	title-q43287	German Empire	Empire	1916..1918	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q45670-parent-q377350	title-q45670	Kingdom of Portugal	Kingdom	Crown	title-q377350	Iberian Union	Empire	1580..1640	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q27306-parent-q150981	title-q27306	Kingdom of Prussia	Kingdom	Crown	title-q150981	North German Confederation	Empire	1867..1870	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q27306-parent-q151624	title-q27306	Kingdom of Prussia	Kingdom	Crown	title-q151624	German Confederation	Empire	1815..1866	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q27306-parent-q43287	title-q27306	Kingdom of Prussia	Kingdom	Crown	title-q43287	German Empire	Empire	1871..1918	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q153015-parent-q150981	title-q153015	Kingdom of Saxony	Kingdom	Crown	title-q150981	North German Confederation	Empire	1867..1870	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q153015-parent-q151624	title-q153015	Kingdom of Saxony	Kingdom	Crown	title-q151624	German Confederation	Empire	1815..1866	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q153015-parent-q43287	title-q153015	Kingdom of Saxony	Kingdom	Crown	title-q43287	German Empire	Empire	1871..1918	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q2415003-parent-q1406298	title-q2415003	Kingdom of Serbia	Kingdom	Crown	title-q1406298	Serbian Empire	Empire	1346..1346	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q325461-parent-q178897	title-q325461	Kingdom of Thessalonica	Kingdom	Crown	title-q178897	Latin Empire	Empire	1204..1224	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q159631-parent-q151624	title-q159631	Kingdom of Wurttemberg	Kingdom	Crown	title-q151624	German Confederation	Empire	1815..1866	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q159631-parent-q43287	title-q159631	Kingdom of Wurttemberg	Kingdom	Crown	title-q43287	German Empire	Empire	1871..1918	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q13590051-parent-q42834	title-q13590051	Kingdom of the Burgundians	Kingdom	Crown	title-q42834	Western Roman Empire	Empire	443..476	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q751868-parent-q12548	title-q751868	Landgraviate of Brabant	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1085..1183	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q695322-parent-q12548	title-q695322	Landgraviate of Hesse	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1264..1567	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q693551-parent-q12548	title-q693551	Landgraviate of Hesse-Darmstadt	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1567..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q168651-parent-q12548	title-q168651	Landgraviate of Hesse-Kassel	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1567..1803	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q673837-parent-q12548	title-q673837	Landgraviate of Hesse-Marburg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1458..1604	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q58942549-parent-q12548	title-q58942549	Landgraviate of Lower Alsace	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1200..1700	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q660393-parent-q12548	title-q660393	Lower Lotharingia	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	962..1190	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q283627-parent-q12548	title-q283627	Margraviate of Austria	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	976..1156	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q148499-parent-q12548	title-q148499	Margraviate of Brandenburg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1157..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q170180-parent-q12548	title-q170180	Margraviate of Meissen	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	965..1423	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2670751-parent-q28513	title-q2670751	Margraviate of Moravia	Duchy	Kingdom	title-q28513	Austria-Hungary	Empire	1867..1918	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q552822-parent-q12548	title-q552822	Mecklenburg-Gustrow	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1520..1695	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2273304-parent-q12560	title-q2273304	Moravian Serbia	Duchy	Kingdom	title-q12560	Ottoman Empire	Empire	1390..1402	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q736029-parent-q12548-1303	title-q736029	Nassau-Siegen	County	Duchy	title-q12548	Holy Roman Empire	Empire	1303..1328	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q736029-parent-q12548-1606	title-q736029	Nassau-Siegen	County	Duchy	title-q12548	Holy Roman Empire	Empire	1606..1743	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q454436-parent-q12548	title-q454436	Palatinate-Sulzbach	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1557..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q825902-parent-q172107	title-q825902	Polish-Lithuanian union	Duchy	Kingdom	title-q172107	Polish-Lithuanian Commonwealth	Crown	1569..1569	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q701614-parent-q12548	title-q701614	Prince-Archbishopric of Salzburg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1278..1803	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q173863-parent-q12548	title-q173863	Prince-Bishopric of Augsburg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	962..1803	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q319586-parent-q12548	title-q319586	Prince-Bishopric of Basel	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1032..1803	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q259511-parent-q12548	title-q259511	Prince-Bishopric of Freising	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1294..1802	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q158835-parent-q12548	title-q158835	Prince-Bishopric of Liege	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	985..1795	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q650645-parent-q12548	title-q650645	Prince-Bishopric of Minden	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1180..1648	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q3324486-parent-q12560	title-q3324486	Prince-Bishopric of Montenegro	Duchy	Kingdom	title-q12560	Ottoman Empire	Empire	1516..1696	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q697254-parent-q12548	title-q697254	Prince-Bishopric of Munster	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1180..1802	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q477035-parent-q12548	title-q477035	Prince-Bishopric of Osnabruck	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1225..1803	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q649192-parent-q12548	title-q649192	Prince-Bishopric of Paderborn	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1281..1802	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q771332-parent-q12548	title-q771332	Prince-Bishopric of Strasbourg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	982..1803	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q328001-parent-q12548	title-q328001	Prince-Bishopric of Toul	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1048..1648	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q1231403-parent-q12548	title-q1231403	Prince-Bishopric of Trent	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1027..1803	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q707767-parent-q12548	title-q707767	Prince-Bishopric of Utrecht	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1024..1528	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q17015016-parent-q12548	title-q17015016	Prince-Bishopric of Verdun	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	997..1552	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q14551680-parent-q12548	title-q14551680	Principality of Lippe	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1789..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q14551680-parent-q151624	title-q14551680	Principality of Lippe	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q684030-parent-q12560	title-q684030	Principality of Serbia	Duchy	Kingdom	title-q12560	Ottoman Empire	Empire	1815..1867	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q158151-parent-q12548	title-q158151	Saxe-Altenburg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1602..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q158151-parent-q151624	title-q158151	Saxe-Altenburg	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q3462133-parent-q151624	title-q3462133	Saxe-Coburg and Gotha	Duchy	Kingdom	title-q151624	German Confederation	Empire	1826..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q700663-parent-q12548	title-q700663	Saxe-Coburg-Saalfeld	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1699..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q700663-parent-q151624	title-q700663	Saxe-Coburg-Saalfeld	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1825	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q675085-parent-q12548	title-q675085	Saxe-Gotha-Altenburg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1680..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q675085-parent-q151624	title-q675085	Saxe-Gotha-Altenburg	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1826	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q281005-parent-q12548	title-q281005	Saxe-Hildburghausen	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1680..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q281005-parent-q151624	title-q281005	Saxe-Hildburghausen	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1826	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q313175-parent-q12548	title-q313175	Saxe-Lauenburg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1296..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q313175-parent-q151624	title-q313175	Saxe-Lauenburg	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q155570-parent-q150981	title-q155570	Saxe-Weimar-Eisenach	Duchy	Kingdom	title-q150981	North German Confederation	Empire	1867..1870	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q155570-parent-q151624	title-q155570	Saxe-Weimar-Eisenach	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q310650-parent-q12548	title-q310650	Schaumburg-Lippe	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1643..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q310650-parent-q151624	title-q310650	Schaumburg-Lippe	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q695316-parent-q151624	title-q695316	Schwarzburg-Rudolstadt	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q630163-parent-q12548	title-q630163	Schwarzburg-Sondershausen	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1599..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q630163-parent-q151624	title-q630163	Schwarzburg-Sondershausen	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q958291-parent-q12560	title-q958291	United Principalities of Moldavia and Wallachia	Duchy	Kingdom	title-q12560	Ottoman Empire	Empire	1859..1877	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
